ano_laudo;documento;substancia;qtd_comprimidos_unidades;qtd_selos_unidades;qnt_solido_gramas;qtd_erva_gramas;qtd_papel_gramas;volume_ml;Grupo;Observação
2023;Laudo 313/2023-SETEC/SR/PF/CE;MDA;351;;;;;;drogas clássicas;
2023;Laudo 313/2023-SETEC/SR/PF/CE;MDA;249;;;;;;drogas clássicas;
2023;Laudo 313/2023-SETEC/SR/PF/CE;MDA;250;;;;;;drogas clássicas;
2023;Laudo 314/2023-SETEC/SR/PF/MG;MDMA;75;;;;;;drogas clássicas;
2023;Laudo 314/2023-SETEC/SR/PF/RS;Eutilona;;;205,26;;;;catinonas sintéticas;
2023;Laudo 315/2023-SETEC/SR/PF/RS;25E-NBOH;;;52,02;;;;feniletilaminas;
2023;Laudo 317/2023-SETEC/SR/PF/RS;Eutilona;;;977,97;;;;catinonas sintéticas;
2023;Laudo 319/2023-NUTEC/DPF/CAS/SP;Cetamina;;;86,00;;;;Aril-ciclo-alquilaminas;
2023;Laudo 333/2023-SETEC/SR/PF/PR;Eutilona;;;497,72;;;;catinonas sintéticas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1000;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1500;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1000;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;500;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1000;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1000;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;500;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;500;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1500;;;;;feniletilaminas;
2023;Laudo 334/2023-SETEC/SR/PF/AM;25B-NBOH;;1500;;;;;feniletilaminas;
2023;Laudo 336/2023-SETEC/SR/PF/PE;Eutilona;;;497,84;;;;catinonas sintéticas;
2023;Laudo 342/2023-SETEC/SR/PF/SP;MDA;10;;;;;;drogas clássicas;
2023;Laudo 342/2023-SETEC/SR/PF/MG;MDMA;95;;;;;;drogas clássicas;
2023;Laudo 345/2023-SETEC/SR/PF/CE;Metanfetamina;;;98,05;;;;drogas clássicas;
2023;Laudo 345/2023-SETEC/SR/PF/CE;MDA;49;;;;;;drogas clássicas;
2023;Laudo 345/2023-SETEC/SR/PF/CE;MDA;50;;;;;;drogas clássicas;
2023;Laudo 345/2023-SETEC/SR/PF/CE;MDA;50;;;;;;drogas clássicas;
2023;Laudo 345/2023-SETEC/SR/PF/CE;MDA;50;;;;;;drogas clássicas;
2023;Laudo 347/2023-SETEC/SR/PF/PR;MDA-19;;;252,04;;;;canabinoides sintéticos;
2023;Laudo 348/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;236,10;;;;canabinoides sintéticos;
2023;Laudo 349/2023-INC/DITEC/PF;MDMA;;;200,00;;;;drogas clássicas;
2023;Laudo 351/2023-SETEC/SR/PF/PR;5F-MDA-19;;;249,00;;;;canabinoides sintéticos;
2023;Laudo 351/2023-NUTEC/DPF/STS/SP;MDA;33;;;;;;drogas clássicas;
2023;Laudo 352/2023-SETEC/SR/PF/PE;ADB-BUTINACA;;;97,02;;;;canabinoides sintéticos;
2023;Laudo 356/2023-SETEC/SR/PF/TO;Isotonitazeno;;;499,12;;;;Nitazenos;
2023;Laudo 360/2023-SETEC/SR/PF/PB;GBL;;;;;;1650,00;outras substâncias sintéticas;
2023;Laudo 361/2023-SETEC/SR/PF/PR;Mistura: MDA + Metanfetamina;;;0,81;;;;mistura: drogas clássicas;
2023;Laudo 363/2023-SETEC/SR/PF/AM;Bromazolam;;15;;;;;Benzodiazepinas;
2023;Laudo 364/2023-SETEC/SR/PF/AM;MDA;;;4,53;;;;drogas clássicas;
2023;Laudo 365/2023-SETEC/SR/PF/MT;MDMA;2;;;;;;drogas clássicas;
2023;Laudo 367/2023-NUTEC/DPF/UDI/MG;Anfetamina;;;1,00;;;;drogas clássicas;
2023;Laudo 376/2023-SETEC/SR/PF/PE;5F-MDMB-PICA (5F-MDMB-2201);;;20,83;;;;canabinoides sintéticos;
2023;Laudo 376/2023-SETEC/SR/PF/PE;4-F-MDMB-BUTINACA;;;5,24;;;;canabinoides sintéticos;
2023;Laudo 376/2023-SETEC/SR/PF/PE;N-etilheptedrona;;;5,64;;;;catinonas sintéticas;
2023;Laudo 376/2023-SETEC/SR/PF/PE;4-CDC;;;498,81;;;;catinonas sintéticas;
2023;Laudo 381/2023-SETEC/SR/PF/PE;BMDP;;;506,50;;;;catinonas sintéticas;
2023;Laudo 381/2023-SETEC/SR/PF/PE;N-etilheptedrona;;;9,50;;;;catinonas sintéticas;
2023;Laudo 383/2023-INC/DITEC/PF;MDA;100;;;;;;drogas clássicas;
2023;Laudo 383/2023-INC/DITEC/PF;Mistura: MDMA + MDA;30;;;;;;mistura: drogas clássicas;
2023;Laudo 383/2023-NUTEC/DPF/STS/SP;MDMA;;;0,26;;;;drogas clássicas;
2023;Laudo 386/2023-SETEC/SR/PF/RS;Mistura: MDA + Metanfetamina;18;;;;;;mistura: drogas clássicas;
2023;Laudo 386/2023-SETEC/SR/PF/RS;MDA;1;;;;;;drogas clássicas;
2023;Laudo 389/2023-SETEC/SR/PF/PR;Eutilona;;;249,20;;;;catinonas sintéticas;
2023;Laudo 395/2023-SETEC/SR/PF/CE;MDA;50;;;;;;drogas clássicas;
2023;Laudo 395/2023-SETEC/SR/PF/CE;MDA;50;;;;;;drogas clássicas;
2023;Laudo 402/2023-SETEC/SR/PF/CE;25B-NBOH;;500;;;;;feniletilaminas;
2023;Laudo 402/2023-SETEC/SR/PF/CE;25B-NBOH;;500;;;;;feniletilaminas;
2023;Laudo 402/2023-SETEC/SR/PF/RR;ADB-BUTINACA;;;160,48;;;;canabinoides sintéticos;
2023;Laudo 405/2023-SETEC/SR/PF/MG;LSD;;25;;;;;drogas clássicas;
2023;Laudo 416/2023-NUTEC/DPF/CAS/SP;Metanfetamina;;;9353,00;;;;drogas clássicas;
2023;Laudo 417/2023-SETEC/SR/PF/PR;Metanfetamina;;;4,95;;;;drogas clássicas;
2023;Laudo 418/2023-SETEC/SR/PF/PR;MDMA;;;1,17;;;;drogas clássicas;
2023;Laudo 420/2023-SETEC/SR/PF/TO;MDA;1;;;;;;drogas clássicas;
2023;Laudo 421/2023-SETEC/SR/PF/RS;MDA;;;0,94;;;;drogas clássicas;
2023;Laudo 424/2023-SETEC/SR/PF/RR;MDA-19;;;108,18;;;;canabinoides sintéticos;
2023;Laudo 429/2023-SETEC/SR/PF/MG;2C-B;;25;;;;;feniletilaminas;
2023;Laudo 429/2023-SETEC/SR/PF/MG;MDMA;;;5,29;;;;drogas clássicas;
2023;Laudo 429/2023-SETEC/SR/PF/MG;MDMA;2;;;;;;drogas clássicas;
2023;Laudo 429/2023-SETEC/SR/PF/MG;MDMA;2;;;;;;drogas clássicas;
2023;Laudo 433/2023-NUTEC/DPF/SMA/RS;MDA;;;247,16;;;;drogas clássicas;
2023;Laudo 433/2023-NUTEC/DPF/SMA/RS;MDA;;;615,73;;;;drogas clássicas;
2023;Laudo 434/2023-SETEC/SR/PF/MG;MDMA;25;;;;;;drogas clássicas;
2023;Laudo 434/2023-SETEC/SR/PF/MG;Mistura: MDMA + MDA;25;;;;;;mistura: drogas clássicas;
2023;Laudo 434/2023-SETEC/SR/PF/PR;Eutilona;;;98,63;;;;catinonas sintéticas;
2023;Laudo 436/2023-SETEC/SR/PF/RS;Eutilona;;;504,21;;;;catinonas sintéticas;
2023;Laudo 437/2023-SETEC/SR/PF/BA;ADB-BUTINACA;;;234,04;;;;canabinoides sintéticos;
2023;Laudo 437/2023-SETEC/SR/PF/RR;BMDP;;;261,40;;;;catinonas sintéticas;
2023;Laudo 438/2023-INC/DITEC/PF;LSD;;1;;;;;drogas clássicas;
2023;Laudo 440/2023-SETEC/SR/PF/RO;MDA;10;;;;;;drogas clássicas;
2023;Laudo 440/2023-SETEC/SR/PF/RO;MDA;50;;;;;;drogas clássicas;
2023;Laudo 442/2023-SETEC/SR/PF/SC;Metanfetamina;;;26,87;;;;drogas clássicas;
2023;Laudo 444/2023-SETEC/SR/PF/MT;LSD;;;;;;2,20;drogas clássicas;
2023;Laudo 446/2023-SETEC/SR/PF/MG;Metanfetamina;52;;;;;;drogas clássicas;
2023;Laudo 446/2023-SETEC/SR/PF/MG;MDA;53;;;;;;drogas clássicas;
2023;Laudo 446/2023-SETEC/SR/PF/RS;25E-NBOH;;;253,96;;;;feniletilaminas;
2023;Laudo 447/2023-NUTEC/DPF/CAS/SP;Metanfetamina;;;7341,00;;;;drogas clássicas;
2023;Laudo 451/2023-SETEC/SR/PF/PE;ADB-BUTINACA;;;237,06;;;;canabinoides sintéticos;
2023;Laudo 454/2023-INC/DITEC/PF;1cP-LSD;;5;;;;;lisergamidas;
2023;Laudo 457/2023-SETEC/SR/PF/PR;3-MMC;;;16,18;;;;catinonas sintéticas;
2023;Laudo 459/2023-SETEC/SR/PF/SC;MDMA;17;;;;;;drogas clássicas;
2023;Laudo 459/2023-SETEC/SR/PF/SC;MDMA;13;;;;;;drogas clássicas;
2023;Laudo 459/2023-SETEC/SR/PF/SC;MDMA;25;;;;;;drogas clássicas;
2023;Laudo 462/2023-SETEC/SR/PF/RR;ADB-BUTINACA;;;91,67;;;;canabinoides sintéticos;
2023;Laudo 463/2023-SETEC/SR/PF/RS;ADB-BUTINACA;;;201,24;;;;canabinoides sintéticos;
2023;Laudo 464/2023-SETEC/SR/PF/RS;N-etilheptedrona;;;515,45;;;;catinonas sintéticas;
2023;Laudo 465/2023-INC/DITEC/PF;1P-LSD;;2;;;;;lisergamidas;
2023;Laudo 470/2023-NUTEC/DPF/SMA/RS;MDMA;;;50,01;;;;drogas clássicas;
2023;Laudo 471/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;160,80;;;;canabinoides sintéticos;
2023;Laudo 471/2023-NUTEC/DPF/SMA/RS;MDMA;199;;;;;;drogas clássicas;
2023;Laudo 472/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;68,70;;;;canabinoides sintéticos;
2023;Laudo 475/2023-SETEC/SR/PF/PB;5F-AB-PFUPPYCA;;;309,00;;;;canabinoides sintéticos;
2023;Laudo 478/2023-SETEC/SR/PF/PE;5F-MDA-19;;;249,85;;;;canabinoides sintéticos;
2023;Laudo 479/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;225,43;;;;canabinoides sintéticos;
2023;Laudo 480/2023-SETEC/SR/PF/PR;MDMB-4en-PINACA;;;245,83;;;;canabinoides sintéticos;
2023;Laudo 483/2023-SETEC/SR/PF/MG;Metanfetamina;;;25,50;;;;drogas clássicas;
2023;Laudo 483/2023-SETEC/SR/PF/MG;MDA;;;25,50;;;;drogas clássicas;
2023;Laudo 488/2023-SETEC/SR/PF/SP;MDA;1016;;;;;;drogas clássicas;
2023;Laudo 489/2023-SETEC/SR/PF/RJ;GBL;;;;;;4570,00;outras substâncias sintéticas;
2023;Laudo 490/2023-SETEC/SR/PF/MG;MDMA;50;;;;;;drogas clássicas;
2023;Laudo 490/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;230,34;;;;canabinoides sintéticos;
2023;Laudo 492/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;239,79;;;;canabinoides sintéticos;
2023;Laudo 494/2023-SETEC/SR/PF/PR;Eutilona;;;248,15;;;;catinonas sintéticas;
2023;Laudo 497/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;234,83;;;;canabinoides sintéticos;
2023;Laudo 498/2023-SETEC/SR/PF/RJ;GBL;;;;;;1200,00;outras substâncias sintéticas;
2023;Laudo 498/2023-SETEC/SR/PF/PR;25E-NBOH;;;148,57;;;;feniletilaminas;
2023;Laudo 502/2023-SETEC/SR/PF/RS;ADB-BUTINACA;;;100,63;;;;canabinoides sintéticos;
2023;Laudo 503/2023-SETEC/SR/PF/RJ;GBL;;;;;;2200,00;outras substâncias sintéticas;
2023;Laudo 503/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 504/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 505/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 506/2023-SETEC/SR/PF/SP;Metanfetamina;;;9014,00;;;;drogas clássicas;
2023;Laudo 506/2023-SETEC/SR/PF/BA;Metanfetamina;;;5015,00;;;;drogas clássicas;
2023;Laudo 511/2023-SETEC/SR/PF/SP;MDA;27;;;;;;drogas clássicas;
2023;Laudo 511/2023-SETEC/SR/PF/SP;LSD;;75;;;;;drogas clássicas;
2023;Laudo 513/2023-SETEC/SR/PF/PE;Mistura: MDMA + MDA;1150;;;;;;mistura: drogas clássicas;
2023;Laudo 513/2023-SETEC/SR/PF/PE;MDMA;1300;;;;;;drogas clássicas;
2023;Laudo 516/2023-SETEC/SR/PF/MT;MDA;;;55,93;;;;drogas clássicas;
2023;Laudo 526/2023-SETEC/SR/PF/BA;ADB-BUTINACA;;;138,89;;;;canabinoides sintéticos;
2023;Laudo 528/2023-SETEC/SR/PF/BA;ADB-BUTINACA;;;193,23;;;;canabinoides sintéticos;
2023;Laudo 529/2023-SETEC/SR/PF/BA;5F-MDA-19;;;4,43;;;;canabinoides sintéticos;
2023;Laudo 529/2023-SETEC/SR/PF/BA;5C-MDA-19;;;265,70;;;;canabinoides sintéticos;
2023;Laudo 530/2023-SETEC/SR/PF/RJ;GBL;;;;;;11130,00;outras substâncias sintéticas;
2023;Laudo 531/2023-SETEC/SR/PF/RJ;GBL;;;;;;3700,00;outras substâncias sintéticas;
2023;Laudo 532/2023-SETEC/SR/PF/RJ;GBL;;;;;;3800,00;outras substâncias sintéticas;
2023;Laudo 533/2023-INC/DITEC/PF;MDA;1090;;;;;;drogas clássicas;
2023;Laudo 535/2023-SETEC/SR/PF/PB;ADB-FUBIATA;;;258,12;;;;canabinoides sintéticos;
2023;Laudo 536/2023-SETEC/SR/PF/MG;MDMA;100;;;;;;drogas clássicas;
2023;Laudo 538/2023-SETEC/SR/PF/RJ;GBL;;;;;;3300,00;outras substâncias sintéticas;
2023;Laudo 538/2023-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2023;Laudo 538/2023-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2023;Laudo 538/2023-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2023;Laudo 538/2023-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2023;Laudo 538/2023-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2023;Laudo 539/2023-SETEC/SR/PF/SC;Mistura: MDA + Metanfetamina;;;255,00;;;;mistura: drogas clássicas;
2023;Laudo 545/2023-SETEC/SR/PF/SC;Mistura: MDA + Metanfetamina;;;18000,00;;;;mistura: drogas clássicas;
2023;Laudo 548/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 548/2023-SETEC/SR/PF/MG;MDMA;99;;;;;;drogas clássicas;
2023;Laudo 549/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;249,71;;;;canabinoides sintéticos;
2023;Laudo 550/2023-NUTEC/DPF/FIG/PR;MDMA;3;;;;;;drogas clássicas;
2023;Laudo 552/2023-INC/DITEC/PF;Mistura: MDMA + MDA + Cocaína;;;0,42;;;;mistura: drogas clássicas;
2023;Laudo 552/2023-INC/DITEC/PF;MDA;2;;;;;;drogas clássicas;
2023;Laudo 555/2023-SETEC/SR/PF/RS;4-Fluor MDMB-BUTICA;;;257,62;;;;canabinoides sintéticos;
2023;Laudo 560/2023-SETEC/SR/PF/MG;MDA;1003;;;;;;drogas clássicas;
2023;Laudo 560/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;97,35;;;;canabinoides sintéticos;
2023;Laudo 566/2023-SETEC/SR/PF/RS;Eutilona;;;508,08;;;;catinonas sintéticas;
2023;Laudo 568/2023-SETEC/SR/PF/MG;MDA;202;;;;;;drogas clássicas;
2023;Laudo 571/2023-SETEC/SR/PF/MG;MDA;100;;;;;;drogas clássicas;
2023;Laudo 571/2023-SETEC/SR/PF/PE;CHM-MDA-19;;;68,10;;;;canabinoides sintéticos;
2023;Laudo 574/2023-SETEC/SR/PF/SC;MDMA;;;2,33;;;;drogas clássicas;
2023;Laudo 575/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 577/2023-SETEC/SR/PF/PE;Heroína;;;2,23;;;;drogas clássicas;
2023;Laudo 579/2023-SETEC/SR/PF/ES;MDMA;2;;;;;;drogas clássicas;
2023;Laudo 581/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;233,62;;;;canabinoides sintéticos;
2023;Laudo 585/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;231,32;;;;canabinoides sintéticos;
2023;Laudo 586/2023-SETEC/SR/PF/PR;MDMA;;;98,75;;;;drogas clássicas;
2023;Laudo 594/2023-SETEC/SR/PF/BA;MDMA;;;5,68;;;;drogas clássicas;
2023;Laudo 594/2023-NUTEC/DPF/UDI/MG;MDA;20;;;;;;drogas clássicas;
2023;Laudo 597/2023-SETEC/SR/PF/RJ;GBL;;;;;;6500,00;outras substâncias sintéticas;
2023;Laudo 597/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;232,07;;;;canabinoides sintéticos;
2023;Laudo 597/2023-SETEC/SR/PF/MT;MDA;15;;;;;;drogas clássicas;
2023;Laudo 597/2023-SETEC/SR/PF/MT;MDA;15;;;;;;drogas clássicas;
2023;Laudo 597/2023-SETEC/SR/PF/MT;MDA;15;;;;;;drogas clássicas;
2023;Laudo 597/2023-SETEC/SR/PF/ES;MDA;199;;;;;;drogas clássicas;
2023;Laudo 597/2023-SETEC/SR/PF/ES;MDA;201;;;;;;drogas clássicas;
2023;Laudo 598/2023-SETEC/SR/PF/MT;MDA;52;;;;;;drogas clássicas;
2023;Laudo 598/2023-SETEC/SR/PF/MT;MDA;2;;;;;;drogas clássicas;
2023;Laudo 600/2023-SETEC/SR/PF/RJ;MDA;995;;;;;;drogas clássicas;
2023;Laudo 600/2023-SETEC/SR/PF/CE;MDA;99;;;;;;drogas clássicas;
2023;Laudo 600/2023-SETEC/SR/PF/PE;Heroína;;;1,21;;;;drogas clássicas;
2023;Laudo 602/2023-SETEC/SR/PF/TO;LSD;;23;;;;;drogas clássicas;
2023;Laudo 603/2023-SETEC/SR/PF/PR;Eutilona;;;249,50;;;;catinonas sintéticas;
2023;Laudo 603/2023-SETEC/SR/PF/PB;ADB-FUBIATA;;;294,00;;;;canabinoides sintéticos;
2023;Laudo 605/2023-SETEC/SR/PF/MG;MDA;200;;;;;;drogas clássicas;
2023;Laudo 607/2023-SETEC/SR/PF/BA;Mistura: MDMA + N-ETILPENTILONA + Mefedrona + Anfetamina + Cetamina + Cocaína;;;6,61;;;;mistura: drogas clássicas + catinoa + aril-ciclo-alquilamina;
2023;Laudo 608/2023-SETEC/SR/PF/RJ;GBL;;;;;;2100,00;outras substâncias sintéticas;
2023;Laudo 608/2023-SETEC/SR/PF/MT;MDMA;20;;;;;;drogas clássicas;
2023;Laudo 611/2023-SETEC/SR/PF/MG;MDMA;200;;;;;;drogas clássicas;
2023;Laudo 611/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;254,10;;;;canabinoides sintéticos;
2023;Laudo 612/2023-SETEC/SR/PF/MG;Mistura: MDA + Metanfetamina;50;;;;;;mistura: drogas clássicas;
2023;Laudo 612/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;254,50;;;;canabinoides sintéticos;
2023;Laudo 612/2023-SETEC/SR/PF/TO;LSD;;24;;;;;drogas clássicas;
2023;Laudo 615/2023-SETEC/SR/PF/BA;MDMA;;;4,96;;;;drogas clássicas;
2023;Laudo 616/2023-SETEC/SR/PF/TO;MDMA;;;2,76;;;;drogas clássicas;
2023;Laudo 617/2023-SETEC/SR/PF/TO;LSD;;1;;;;;drogas clássicas;
2023;Laudo 617/2023-SETEC/SR/PF/TO;MDMA;3;;;;;;drogas clássicas;
2023;Laudo 621/2023-SETEC/SR/PF/BA;MDMA;;;29,91;;;;drogas clássicas;
2023;Laudo 622/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 623/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 624/2023-SETEC/SR/PF/RJ;GBL;;;;;;2000,00;outras substâncias sintéticas;
2023;Laudo 626/2023-SETEC/SR/PF/MG;DOB;55;;;;;;feniletilaminas;
2023;Laudo 629/2023-SETEC/SR/PF/MG;Metanfetamina;250;;;;;;drogas clássicas;
2023;Laudo 629/2023-SETEC/SR/PF/MG;MDA;250;;;;;;drogas clássicas;
2023;Laudo 629/2023-SETEC/SR/PF/BA;MDMA;;;3,01;;;;drogas clássicas;
2023;Laudo 630/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 631/2023-SETEC/SR/PF/BA;MDMA;;;5,05;;;;drogas clássicas;
2023;Laudo 632/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 632/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 633/2023-SETEC/SR/PF/AM;MDA;1;;;;;;drogas clássicas;
2023;Laudo 633/2023-SETEC/SR/PF/AM;MDA;2;;;;;;drogas clássicas;
2023;Laudo 633/2023-SETEC/SR/PF/AM;MDA;3;;;;;;drogas clássicas;
2023;Laudo 635/2023-SETEC/SR/PF/BA;MDMA;;;1,67;;;;drogas clássicas;
2023;Laudo 636/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;158,40;;;;canabinoides sintéticos;
2023;Laudo 637/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;160,80;;;;canabinoides sintéticos;
2023;Laudo 637/2023-SETEC/SR/PF/MT;LSD;;3;;;;;drogas clássicas;
2023;Laudo 637/2023-SETEC/SR/PF/MT;25B-NBOH;;25;;;;;feniletilaminas;
2023;Laudo 638/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 638/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 638/2023-SETEC/SR/PF/PA;Clobenzorex;133;;;;;;feniletilaminas;
2023;Laudo 639/2023-SETEC/SR/PF/PR;ADB-BUTINACA;;;244,29;;;;canabinoides sintéticos;
2023;Laudo 640/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 642/2023-SETEC/SR/PF/RJ;GBL;;;;;;4170,00;outras substâncias sintéticas;
2023;Laudo 642/2023-SETEC/SR/PF/PE;ADB-BUTINACA;;;247,96;;;;canabinoides sintéticos;
2023;Laudo 644/2023-SETEC/SR/PF/PE;MDA;200;;;;;;drogas clássicas;
2023;Laudo 645/2023-SETEC/SR/PF/SC;LSD;;;;;;0,75;drogas clássicas;
2023;Laudo 646/2023-SETEC/SR/PF/RJ;GBL;;;;;;4000,00;outras substâncias sintéticas;
2023;Laudo 647/2023-SETEC/SR/PF/RJ;GBL;;;;;;1000,00;outras substâncias sintéticas;
2023;Laudo 648/2023-SETEC/SR/PF/RJ;GBL;;;;;;1350,00;outras substâncias sintéticas;
2023;Laudo 654/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 661/2023-SETEC/SR/PF/MT;MDA;100;;;;;;drogas clássicas;
2023;Laudo 665/2023-SETEC/SR/PF/PE;MDA;918;;;;;;drogas clássicas;
2023;Laudo 666/2023-INC/DITEC/PF;25E-NBOH;;1;;;;;feniletilaminas;
2023;Laudo 667/2023-SETEC/SR/PF/MG;MDMA;10;;;;;;drogas clássicas;
2023;Laudo 668/2023-SETEC/SR/PF/MT;25B-NBOH;;25;;;;;feniletilaminas;
2023;Laudo 669/2023-SETEC/SR/PF/RJ;MDA;995;;;;;;drogas clássicas;
2023;Laudo 670/2023-SETEC/SR/PF/RJ;Mistura: MDMA + MDA;95;;;;;;mistura: drogas clássicas;
2023;Laudo 670/2023-SETEC/SR/PF/PE;ADB-BUTINACA;;;238,83;;;;canabinoides sintéticos;
2023;Laudo 670/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 671/2023-SETEC/SR/PF/RJ;MDA;101;;;;;;drogas clássicas;
2023;Laudo 672/2023-SETEC/SR/PF/MG;MDMA;100;;;;;;drogas clássicas;
2023;Laudo 673/2023-SETEC/SR/PF/PE;MDA;779;;;;;;drogas clássicas;
2023;Laudo 673/2023-SETEC/SR/PF/PE;MDA;134;;;;;;drogas clássicas;
2023;Laudo 673/2023-SETEC/SR/PF/MT;MDA;50;;;;;;drogas clássicas;
2023;Laudo 673/2023-SETEC/SR/PF/MT;MDA;50;;;;;;drogas clássicas;
2023;Laudo 675/2023-SETEC/SR/PF/PE;ADB-BUTINACA;;;245,73;;;;canabinoides sintéticos;
2023;Laudo 675/2023-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2023;Laudo 675/2023-SETEC/SR/PF/MT;LSD;;150;;;;;drogas clássicas;
2023;Laudo 675/2023-SETEC/SR/PF/MT;LSD;;1000;;;;;drogas clássicas;
2023;Laudo 677/2023-SETEC/SR/PF/CE;LSD;;50;;;;;drogas clássicas;
2023;Laudo 681/2023-INC/DITEC/PF;MDMA;;;10,60;;;;drogas clássicas;
2023;Laudo 682/2023-SETEC/SR/PF/RS;Eutilona;;;1009,54;;;;catinonas sintéticas;
2023;Laudo 682/2023-SETEC/SR/PF/PB;GBL;;;;;;1000,00;outras substâncias sintéticas;
2023;Laudo 684/2023-SETEC/SR/PF/RS;Metanfetamina;;;66,61;;;;drogas clássicas;
2023;Laudo 685/2023-SETEC/SR/PF/MG;MDA;299;;;;;;drogas clássicas;
2023;Laudo 687/2023-SETEC/SR/PF/RJ;GBL;;;;;;1000,00;outras substâncias sintéticas;
2023;Laudo 688/2023-SETEC/SR/PF/RJ;GBL;;;;;;1000,00;outras substâncias sintéticas;
2023;Laudo 690/2023-SETEC/SR/PF/SC;MDA;;;;;;0,50;drogas clássicas;
2023;Laudo 691/2023-SETEC/SR/PF/CE;LSD;;25;;;;;drogas clássicas;
2023;Laudo 696/2023-SETEC/SR/PF/PB;Anfetamina;;;13,23;;;;drogas clássicas;
2023;Laudo 697/2023-SETEC/SR/PF/PB;JWH-122;;;;8,04;;;canabinoides sintéticos;
2023;Laudo 698/2023-SETEC/SR/PF/MG;MDA;150;;;;;;drogas clássicas;
2023;Laudo 698/2023-SETEC/SR/PF/MG;MDMA;100;;;;;;drogas clássicas;
2023;Laudo 701/2023-SETEC/SR/PF/PB;MDMA;;;11,66;;;;drogas clássicas;
2023;Laudo 704/2023-SETEC/SR/PF/BA;MDMA;;;5,02;;;;drogas clássicas;
2023;Laudo 704/2023-SETEC/SR/PF/PB;ADB-BUTINACA;;;254,44;;;;canabinoides sintéticos;
2023;Laudo 711/2023-SETEC/SR/PF/RS;GBL;;;;;;1000,00;outras substâncias sintéticas;
2023;Laudo 714/2023-SETEC/SR/PF/CE;Clobenzorex;2;;;;;;feniletilaminas;
2023;Laudo 716/2023-SETEC/SR/PF/CE;MDA;105;;;;;;drogas clássicas;
