uf;municipio;evento;data_referencia;total;total_peso;abrangencia;formulario;ano;ano_data;mes_data;trimestre_data
MT;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;1187.78;Estadual;Formulário 5;2022;2022;10;4
PA;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;134.275;Estadual;Formulário 5;2022;2022;10;4
PA;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;195.565;Estadual;Formulário 5;2022;2022;10;4
PB;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;26.2;Estadual;Formulário 5;2022;2022;10;4
PB;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;201.8;Estadual;Formulário 5;2022;2022;10;4
PE;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;34.54;Estadual;Formulário 5;2022;2022;10;4
PE;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;524.61;Estadual;Formulário 5;2022;2022;10;4
PI;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;4662.5;Estadual;Formulário 5;2022;2022;10;4
PI;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;805.7;Estadual;Formulário 5;2022;2022;10;4
PR;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;523.405;Estadual;Formulário 5;2022;2022;10;4
PR;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;24716.351;Estadual;Formulário 5;2022;2022;10;4
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;;Estadual;Formulário 5;2022;2022;10;4
RJ;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;;Estadual;Formulário 5;2022;2022;10;4
RN;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;5;Estadual;Formulário 5;2022;2022;10;4
RN;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;1;Estadual;Formulário 5;2022;2022;10;4
RO;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;1056.5;Estadual;Formulário 5;2022;2022;10;4
RO;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;102.32;Estadual;Formulário 5;2022;2022;10;4
RR;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;1.63;Estadual;Formulário 5;2022;2022;10;4
RR;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;9.948;Estadual;Formulário 5;2022;2022;10;4
RS;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;147.94;Estadual;Formulário 5;2022;2022;10;4
RS;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;1056.5;Estadual;Formulário 5;2022;2022;10;4
SC;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;63.56;Estadual;Formulário 5;2022;2022;10;4
SC;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;8572.16;Estadual;Formulário 5;2022;2022;10;4
SE;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;1.04;Estadual;Formulário 5;2022;2022;10;4
SE;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;30.96;Estadual;Formulário 5;2022;2022;10;4
SP;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;6666.042;Estadual;Formulário 5;2022;2022;10;4
SP;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;13248.521;Estadual;Formulário 5;2022;2022;10;4
TO;NÃO INFORMADO;Apreensão de Cocaína;01/10/2022;;;Estadual;Formulário 5;2022;2022;10;4
TO;NÃO INFORMADO;Apreensão de Maconha;01/10/2022;;;Estadual;Formulário 5;2022;2022;10;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;65.665;Estadual;Formulário 5;2022;2022;11;4
AC;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;65.276;Estadual;Formulário 5;2022;2022;11;4
AL;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;384.18;Estadual;Formulário 5;2022;2022;11;4
AL;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;2049.04;Estadual;Formulário 5;2022;2022;11;4
AM;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;186.92;Estadual;Formulário 5;2022;2022;11;4
AM;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1233.02;Estadual;Formulário 5;2022;2022;11;4
AP;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;0.75;Estadual;Formulário 5;2022;2022;11;4
AP;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;0.98;Estadual;Formulário 5;2022;2022;11;4
BA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;124.291;Estadual;Formulário 5;2022;2022;11;4
BA;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1228.647;Estadual;Formulário 5;2022;2022;11;4
CE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;191.99;Estadual;Formulário 5;2022;2022;11;4
CE;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;119.75;Estadual;Formulário 5;2022;2022;11;4
DF;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;59.378;Estadual;Formulário 5;2022;2022;11;4
DF;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;236.197;Estadual;Formulário 5;2022;2022;11;4
ES;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;4.8;Estadual;Formulário 5;2022;2022;11;4
ES;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1086.5;Estadual;Formulário 5;2022;2022;11;4
GO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;820.54;Estadual;Formulário 5;2022;2022;11;4
GO;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;3178.066;Estadual;Formulário 5;2022;2022;11;4
MA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;22;Estadual;Formulário 5;2022;2022;11;4
MA;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;78;Estadual;Formulário 5;2022;2022;11;4
MG;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
MG;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
MS;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;1311.6;Estadual;Formulário 5;2022;2022;11;4
MS;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;21227.889;Estadual;Formulário 5;2022;2022;11;4
MT;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;2111.43;Estadual;Formulário 5;2022;2022;11;4
MT;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1218.19;Estadual;Formulário 5;2022;2022;11;4
PA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;79.673;Estadual;Formulário 5;2022;2022;11;4
PA;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;133.904;Estadual;Formulário 5;2022;2022;11;4
PB;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;9.5;Estadual;Formulário 5;2022;2022;11;4
PB;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;41.3;Estadual;Formulário 5;2022;2022;11;4
PE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;12.06;Estadual;Formulário 5;2022;2022;11;4
PE;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;772.04;Estadual;Formulário 5;2022;2022;11;4
PI;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;0;Estadual;Formulário 5;2022;2022;11;4
PI;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1.1;Estadual;Formulário 5;2022;2022;11;4
PR;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;236.824;Estadual;Formulário 5;2022;2022;11;4
PR;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;48520.498;Estadual;Formulário 5;2022;2022;11;4
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
RJ;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
RN;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;1020;Estadual;Formulário 5;2022;2022;11;4
RN;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;2;Estadual;Formulário 5;2022;2022;11;4
RO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;339.06;Estadual;Formulário 5;2022;2022;11;4
RO;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;8.96;Estadual;Formulário 5;2022;2022;11;4
RR;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;2.015;Estadual;Formulário 5;2022;2022;11;4
RR;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;20.384;Estadual;Formulário 5;2022;2022;11;4
RS;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;247.77;Estadual;Formulário 5;2022;2022;11;4
RS;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;1265.77;Estadual;Formulário 5;2022;2022;11;4
SC;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;12.99;Estadual;Formulário 5;2022;2022;11;4
SC;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;5527.26;Estadual;Formulário 5;2022;2022;11;4
SE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;127.03;Estadual;Formulário 5;2022;2022;11;4
SE;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;238.34;Estadual;Formulário 5;2022;2022;11;4
SP;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;3866.611;Estadual;Formulário 5;2022;2022;11;4
SP;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;13535.072;Estadual;Formulário 5;2022;2022;11;4
TO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
TO;NÃO INFORMADO;Apreensão de Maconha;01/11/2022;;;Estadual;Formulário 5;2022;2022;11;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;28.022;Estadual;Formulário 5;2022;2022;12;4
AC;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;15.536;Estadual;Formulário 5;2022;2022;12;4
AL;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;93.29;Estadual;Formulário 5;2022;2022;12;4
AL;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;620.91;Estadual;Formulário 5;2022;2022;12;4
AM;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;98.05;Estadual;Formulário 5;2022;2022;12;4
AM;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;1480.99;Estadual;Formulário 5;2022;2022;12;4
AP;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;1.527;Estadual;Formulário 5;2022;2022;12;4
AP;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;37.468;Estadual;Formulário 5;2022;2022;12;4
BA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;25.8;Estadual;Formulário 5;2022;2022;12;4
BA;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;186.07;Estadual;Formulário 5;2022;2022;12;4
CE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;38.24;Estadual;Formulário 5;2022;2022;12;4
CE;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;626.19;Estadual;Formulário 5;2022;2022;12;4
DF;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;60.141;Estadual;Formulário 5;2022;2022;12;4
DF;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;1079.132;Estadual;Formulário 5;2022;2022;12;4
ES;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;16.9;Estadual;Formulário 5;2022;2022;12;4
ES;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;1033.4;Estadual;Formulário 5;2022;2022;12;4
GO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;292.989;Estadual;Formulário 5;2022;2022;12;4
GO;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;2221.59;Estadual;Formulário 5;2022;2022;12;4
MA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;13;Estadual;Formulário 5;2022;2022;12;4
MA;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;133;Estadual;Formulário 5;2022;2022;12;4
MG;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
MG;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
MS;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;845.955;Estadual;Formulário 5;2022;2022;12;4
MS;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;24895.067;Estadual;Formulário 5;2022;2022;12;4
MT;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;917.56;Estadual;Formulário 5;2022;2022;12;4
MT;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;447.18;Estadual;Formulário 5;2022;2022;12;4
PA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;22.974;Estadual;Formulário 5;2022;2022;12;4
PA;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;277.687;Estadual;Formulário 5;2022;2022;12;4
PB;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;173.03;Estadual;Formulário 5;2022;2022;12;4
PB;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;140.06;Estadual;Formulário 5;2022;2022;12;4
PE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;27.82;Estadual;Formulário 5;2022;2022;12;4
PE;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;503.4;Estadual;Formulário 5;2022;2022;12;4
PI;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;0.9;Estadual;Formulário 5;2022;2022;12;4
PI;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;0.1;Estadual;Formulário 5;2022;2022;12;4
PR;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;1383.885;Estadual;Formulário 5;2022;2022;12;4
PR;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;25982.068;Estadual;Formulário 5;2022;2022;12;4
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
RJ;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
RN;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;2;Estadual;Formulário 5;2022;2022;12;4
RN;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;4074;Estadual;Formulário 5;2022;2022;12;4
RO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;2199.25;Estadual;Formulário 5;2022;2022;12;4
RO;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;22.71;Estadual;Formulário 5;2022;2022;12;4
RR;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;1.788;Estadual;Formulário 5;2022;2022;12;4
RR;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;283.74;Estadual;Formulário 5;2022;2022;12;4
RS;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;138.72;Estadual;Formulário 5;2022;2022;12;4
RS;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;1120.03;Estadual;Formulário 5;2022;2022;12;4
SC;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;157.33;Estadual;Formulário 5;2022;2022;12;4
SC;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;451.69;Estadual;Formulário 5;2022;2022;12;4
SE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;65.75;Estadual;Formulário 5;2022;2022;12;4
SE;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;4186.37;Estadual;Formulário 5;2022;2022;12;4
SP;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;2253.044;Estadual;Formulário 5;2022;2022;12;4
SP;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;15876.394;Estadual;Formulário 5;2022;2022;12;4
TO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
TO;NÃO INFORMADO;Apreensão de Maconha;01/12/2022;;;Estadual;Formulário 5;2022;2022;12;4
AC;NÃO INFORMADO;Tráfico de drogas;01/01/2023;64;;Estadual;Formulário 4;2023;2023;1;1
AL;NÃO INFORMADO;Tráfico de drogas;01/01/2023;130;;Estadual;Formulário 4;2023;2023;1;1
AM;NÃO INFORMADO;Tráfico de drogas;01/01/2023;179;;Estadual;Formulário 4;2023;2023;1;1
AP;NÃO INFORMADO;Tráfico de drogas;01/01/2023;25;;Estadual;Formulário 4;2023;2023;1;1
BA;NÃO INFORMADO;Tráfico de drogas;01/01/2023;535;;Estadual;Formulário 4;2023;2023;1;1
CE;NÃO INFORMADO;Tráfico de drogas;01/01/2023;487;;Estadual;Formulário 4;2023;2023;1;1
DF;NÃO INFORMADO;Tráfico de drogas;01/01/2023;174;;Estadual;Formulário 4;2023;2023;1;1
ES;NÃO INFORMADO;Tráfico de drogas;01/01/2023;367;;Estadual;Formulário 4;2023;2023;1;1
GO;NÃO INFORMADO;Tráfico de drogas;01/01/2023;436;;Estadual;Formulário 4;2023;2023;1;1
MA;NÃO INFORMADO;Tráfico de drogas;01/01/2023;146;;Estadual;Formulário 4;2023;2023;1;1
MG;NÃO INFORMADO;Tráfico de drogas;01/01/2023;2752;;Estadual;Formulário 4;2023;2023;1;1
MS;NÃO INFORMADO;Tráfico de drogas;01/01/2023;331;;Estadual;Formulário 4;2023;2023;1;1
MT;NÃO INFORMADO;Tráfico de drogas;01/01/2023;312;;Estadual;Formulário 4;2023;2023;1;1
PA;NÃO INFORMADO;Tráfico de drogas;01/01/2023;551;;Estadual;Formulário 4;2023;2023;1;1
PB;NÃO INFORMADO;Tráfico de drogas;01/01/2023;74;;Estadual;Formulário 4;2023;2023;1;1
PE;NÃO INFORMADO;Tráfico de drogas;01/01/2023;810;;Estadual;Formulário 4;2023;2023;1;1
PI;NÃO INFORMADO;Tráfico de drogas;01/01/2023;108;;Estadual;Formulário 4;2023;2023;1;1
PR;NÃO INFORMADO;Tráfico de drogas;01/01/2023;979;;Estadual;Formulário 4;2023;2023;1;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/01/2023;1647;;Estadual;Formulário 4;2023;2023;1;1
RN;NÃO INFORMADO;Tráfico de drogas;01/01/2023;137;;Estadual;Formulário 4;2023;2023;1;1
RO;NÃO INFORMADO;Tráfico de drogas;01/01/2023;111;;Estadual;Formulário 4;2023;2023;1;1
RR;NÃO INFORMADO;Tráfico de drogas;01/01/2023;68;;Estadual;Formulário 4;2023;2023;1;1
RS;NÃO INFORMADO;Tráfico de drogas;01/01/2023;1286;;Estadual;Formulário 4;2023;2023;1;1
SC;NÃO INFORMADO;Tráfico de drogas;01/01/2023;507;;Estadual;Formulário 4;2023;2023;1;1
SE;NÃO INFORMADO;Tráfico de drogas;01/01/2023;140;;Estadual;Formulário 4;2023;2023;1;1
SP;NÃO INFORMADO;Tráfico de drogas;01/01/2023;3129;;Estadual;Formulário 4;2023;2023;1;1
TO;NÃO INFORMADO;Tráfico de drogas;01/01/2023;58;;Estadual;Formulário 4;2023;2023;1;1
AC;NÃO INFORMADO;Tráfico de drogas;01/02/2023;83;;Estadual;Formulário 4;2023;2023;2;1
AL;NÃO INFORMADO;Tráfico de drogas;01/02/2023;119;;Estadual;Formulário 4;2023;2023;2;1
AM;NÃO INFORMADO;Tráfico de drogas;01/02/2023;187;;Estadual;Formulário 4;2023;2023;2;1
AP;NÃO INFORMADO;Tráfico de drogas;01/02/2023;11;;Estadual;Formulário 4;2023;2023;2;1
BA;NÃO INFORMADO;Tráfico de drogas;01/02/2023;512;;Estadual;Formulário 4;2023;2023;2;1
CE;NÃO INFORMADO;Tráfico de drogas;01/02/2023;411;;Estadual;Formulário 4;2023;2023;2;1
DF;NÃO INFORMADO;Tráfico de drogas;01/02/2023;208;;Estadual;Formulário 4;2023;2023;2;1
ES;NÃO INFORMADO;Tráfico de drogas;01/02/2023;351;;Estadual;Formulário 4;2023;2023;2;1
GO;NÃO INFORMADO;Tráfico de drogas;01/02/2023;415;;Estadual;Formulário 4;2023;2023;2;1
MA;NÃO INFORMADO;Tráfico de drogas;01/02/2023;149;;Estadual;Formulário 4;2023;2023;2;1
MG;NÃO INFORMADO;Tráfico de drogas;01/02/2023;2880;;Estadual;Formulário 4;2023;2023;2;1
MS;NÃO INFORMADO;Tráfico de drogas;01/02/2023;318;;Estadual;Formulário 4;2023;2023;2;1
MT;NÃO INFORMADO;Tráfico de drogas;01/02/2023;323;;Estadual;Formulário 4;2023;2023;2;1
PA;NÃO INFORMADO;Tráfico de drogas;01/02/2023;479;;Estadual;Formulário 4;2023;2023;2;1
PB;NÃO INFORMADO;Tráfico de drogas;01/02/2023;109;;Estadual;Formulário 4;2023;2023;2;1
PE;NÃO INFORMADO;Tráfico de drogas;01/02/2023;629;;Estadual;Formulário 4;2023;2023;2;1
PI;NÃO INFORMADO;Tráfico de drogas;01/02/2023;117;;Estadual;Formulário 4;2023;2023;2;1
PR;NÃO INFORMADO;Tráfico de drogas;01/02/2023;872;;Estadual;Formulário 4;2023;2023;2;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/02/2023;1446;;Estadual;Formulário 4;2023;2023;2;1
RN;NÃO INFORMADO;Tráfico de drogas;01/02/2023;152;;Estadual;Formulário 4;2023;2023;2;1
RO;NÃO INFORMADO;Tráfico de drogas;01/02/2023;116;;Estadual;Formulário 4;2023;2023;2;1
RR;NÃO INFORMADO;Tráfico de drogas;01/02/2023;44;;Estadual;Formulário 4;2023;2023;2;1
RS;NÃO INFORMADO;Tráfico de drogas;01/02/2023;1237;;Estadual;Formulário 4;2023;2023;2;1
SC;NÃO INFORMADO;Tráfico de drogas;01/02/2023;487;;Estadual;Formulário 4;2023;2023;2;1
SE;NÃO INFORMADO;Tráfico de drogas;01/02/2023;128;;Estadual;Formulário 4;2023;2023;2;1
SP;NÃO INFORMADO;Tráfico de drogas;01/02/2023;3124;;Estadual;Formulário 4;2023;2023;2;1
TO;NÃO INFORMADO;Tráfico de drogas;01/02/2023;80;;Estadual;Formulário 4;2023;2023;2;1
AC;NÃO INFORMADO;Tráfico de drogas;01/03/2023;59;;Estadual;Formulário 4;2023;2023;3;1
AL;NÃO INFORMADO;Tráfico de drogas;01/03/2023;93;;Estadual;Formulário 4;2023;2023;3;1
AM;NÃO INFORMADO;Tráfico de drogas;01/03/2023;249;;Estadual;Formulário 4;2023;2023;3;1
AP;NÃO INFORMADO;Tráfico de drogas;01/03/2023;73;;Estadual;Formulário 4;2023;2023;3;1
BA;NÃO INFORMADO;Tráfico de drogas;01/03/2023;623;;Estadual;Formulário 4;2023;2023;3;1
CE;NÃO INFORMADO;Tráfico de drogas;01/03/2023;494;;Estadual;Formulário 4;2023;2023;3;1
DF;NÃO INFORMADO;Tráfico de drogas;01/03/2023;271;;Estadual;Formulário 4;2023;2023;3;1
ES;NÃO INFORMADO;Tráfico de drogas;01/03/2023;377;;Estadual;Formulário 4;2023;2023;3;1
GO;NÃO INFORMADO;Tráfico de drogas;01/03/2023;446;;Estadual;Formulário 4;2023;2023;3;1
MA;NÃO INFORMADO;Tráfico de drogas;01/03/2023;148;;Estadual;Formulário 4;2023;2023;3;1
MG;NÃO INFORMADO;Tráfico de drogas;01/03/2023;2989;;Estadual;Formulário 4;2023;2023;3;1
MS;NÃO INFORMADO;Tráfico de drogas;01/03/2023;323;;Estadual;Formulário 4;2023;2023;3;1
MT;NÃO INFORMADO;Tráfico de drogas;01/03/2023;402;;Estadual;Formulário 4;2023;2023;3;1
PA;NÃO INFORMADO;Tráfico de drogas;01/03/2023;567;;Estadual;Formulário 4;2023;2023;3;1
PB;NÃO INFORMADO;Tráfico de drogas;01/03/2023;162;;Estadual;Formulário 4;2023;2023;3;1
PE;NÃO INFORMADO;Tráfico de drogas;01/03/2023;812;;Estadual;Formulário 4;2023;2023;3;1
PI;NÃO INFORMADO;Tráfico de drogas;01/03/2023;168;;Estadual;Formulário 4;2023;2023;3;1
PR;NÃO INFORMADO;Tráfico de drogas;01/03/2023;957;;Estadual;Formulário 4;2023;2023;3;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/03/2023;1791;;Estadual;Formulário 4;2023;2023;3;1
RN;NÃO INFORMADO;Tráfico de drogas;01/03/2023;184;;Estadual;Formulário 4;2023;2023;3;1
RO;NÃO INFORMADO;Tráfico de drogas;01/03/2023;168;;Estadual;Formulário 4;2023;2023;3;1
RR;NÃO INFORMADO;Tráfico de drogas;01/03/2023;40;;Estadual;Formulário 4;2023;2023;3;1
RS;NÃO INFORMADO;Tráfico de drogas;01/03/2023;1504;;Estadual;Formulário 4;2023;2023;3;1
SC;NÃO INFORMADO;Tráfico de drogas;01/03/2023;513;;Estadual;Formulário 4;2023;2023;3;1
SE;NÃO INFORMADO;Tráfico de drogas;01/03/2023;133;;Estadual;Formulário 4;2023;2023;3;1
SP;NÃO INFORMADO;Tráfico de drogas;01/03/2023;3420;;Estadual;Formulário 4;2023;2023;3;1
TO;NÃO INFORMADO;Tráfico de drogas;01/03/2023;74;;Estadual;Formulário 4;2023;2023;3;1
AC;NÃO INFORMADO;Tráfico de drogas;01/04/2023;70;;Estadual;Formulário 4;2023;2023;4;2
AL;NÃO INFORMADO;Tráfico de drogas;01/04/2023;93;;Estadual;Formulário 4;2023;2023;4;2
AM;NÃO INFORMADO;Tráfico de drogas;01/04/2023;215;;Estadual;Formulário 4;2023;2023;4;2
AP;NÃO INFORMADO;Tráfico de drogas;01/04/2023;27;;Estadual;Formulário 4;2023;2023;4;2
BA;NÃO INFORMADO;Tráfico de drogas;01/04/2023;495;;Estadual;Formulário 4;2023;2023;4;2
CE;NÃO INFORMADO;Tráfico de drogas;01/04/2023;475;;Estadual;Formulário 4;2023;2023;4;2
DF;NÃO INFORMADO;Tráfico de drogas;01/04/2023;214;;Estadual;Formulário 4;2023;2023;4;2
ES;NÃO INFORMADO;Tráfico de drogas;01/04/2023;395;;Estadual;Formulário 4;2023;2023;4;2
GO;NÃO INFORMADO;Tráfico de drogas;01/04/2023;390;;Estadual;Formulário 4;2023;2023;4;2
MA;NÃO INFORMADO;Tráfico de drogas;01/04/2023;122;;Estadual;Formulário 4;2023;2023;4;2
MG;NÃO INFORMADO;Tráfico de drogas;01/04/2023;2388;;Estadual;Formulário 4;2023;2023;4;2
MS;NÃO INFORMADO;Tráfico de drogas;01/04/2023;335;;Estadual;Formulário 4;2023;2023;4;2
MT;NÃO INFORMADO;Tráfico de drogas;01/04/2023;322;;Estadual;Formulário 4;2023;2023;4;2
PA;NÃO INFORMADO;Tráfico de drogas;01/04/2023;506;;Estadual;Formulário 4;2023;2023;4;2
PB;NÃO INFORMADO;Tráfico de drogas;01/04/2023;108;;Estadual;Formulário 4;2023;2023;4;2
PE;NÃO INFORMADO;Tráfico de drogas;01/04/2023;678;;Estadual;Formulário 4;2023;2023;4;2
PI;NÃO INFORMADO;Tráfico de drogas;01/04/2023;110;;Estadual;Formulário 4;2023;2023;4;2
PR;NÃO INFORMADO;Tráfico de drogas;01/04/2023;931;;Estadual;Formulário 4;2023;2023;4;2
RJ;NÃO INFORMADO;Tráfico de drogas;01/04/2023;1815;;Estadual;Formulário 4;2023;2023;4;2
RN;NÃO INFORMADO;Tráfico de drogas;01/04/2023;148;;Estadual;Formulário 4;2023;2023;4;2
RO;NÃO INFORMADO;Tráfico de drogas;01/04/2023;121;;Estadual;Formulário 4;2023;2023;4;2
RR;NÃO INFORMADO;Tráfico de drogas;01/04/2023;28;;Estadual;Formulário 4;2023;2023;4;2
